,Gene,Official_A,Official_B,UniProt_A,UniProt_B,Source
795,STAT4,STAT4,IL12RB2,6775,3595,BIOGRID
796,STAT4,TRIM28,STAT4,10155,6775,BIOGRID
797,STAT4,Zfp467,Stat4,68910,20849,BIOGRID
798,STAT4,ADRB2,STAT4,154,6775,BIOGRID
799,STAT4,ADRB2,STAT4,154,6775,BIOGRID
800,STAT4,TKT,STAT4,7086,6775,BIOGRID
801,STAT4,CRK,STAT4,1398,6775,BIOGRID
802,STAT4,SH2D1B,STAT4,117157,6775,BIOGRID
803,STAT4,PDLIM2,STAT4,64236,6775,BIOGRID
804,STAT4,STAT1,STAT4,6772,6775,BIOGRID
805,TLR5,RNF216,TLR5,54476,7100,BIOGRID
806,TLR5,MYD88,TLR5,4615,7100,BIOGRID
807,TLR5,TLR5,DHRS3,7100,9249,BIOGRID
808,TLR5,TLR5,PTRH2,7100,51651,BIOGRID
809,TLR5,TLR5,CNPY3,7100,10695,BIOGRID
810,TLR5,ACOT12,TLR5,134526,7100,BIOGRID
811,TLR5,TLR5,SNX14,7100,57231,BIOGRID
812,TLR5,TLR5,FAM213A,7100,84293,BIOGRID
813,TLR5,TLR5,DHRS7,7100,51635,BIOGRID
814,TLR5,TLR5,DDRGK1,7100,65992,BIOGRID
815,TLR5,TLR5,TMX2,7100,51075,BIOGRID
816,TLR5,TLR5,CTDNEP1,7100,23399,BIOGRID
817,TLR5,TLR5,MAN1A2,7100,10905,BIOGRID
818,TNFAIP3,TNFAIP3,TAX1BP1,7128,8887,BIOGRID
819,TNFAIP3,TNFAIP3,TRAF1,7128,7185,BIOGRID
820,TNFAIP3,TNFAIP3,TRAF2,7128,7186,BIOGRID
821,TNFAIP3,TNFAIP3,TRAF2,7128,7186,BIOGRID
822,TNFAIP3,TNFAIP3,TRAF1,7128,7185,BIOGRID
823,TNFAIP3,IKBKG,TNFAIP3,8517,7128,BIOGRID
824,TNFAIP3,TNFAIP3,IKBKG,7128,8517,BIOGRID
825,TNFAIP3,TAX1BP1,TNFAIP3,8887,7128,BIOGRID
826,TNFAIP3,TNFAIP3,TNIP1,7128,10318,BIOGRID
827,TNFAIP3,TNFAIP3,TNIP1,7128,10318,BIOGRID
828,TNFAIP3,TNFAIP3,YWHAZ,7128,7534,BIOGRID
829,TNFAIP3,TNFAIP3,YWHAH,7128,7533,BIOGRID
830,TNFAIP3,TNFAIP3,YWHAH,7128,7533,BIOGRID
831,TNFAIP3,TNFAIP3,YWHAB,7128,7529,BIOGRID
832,TNFAIP3,TNFAIP3,YWHAH,7128,7533,BIOGRID
833,TNFAIP3,TNFAIP3,YWHAZ,7128,7534,BIOGRID
834,TNFAIP3,TNFAIP3,YWHAB,7128,7529,BIOGRID
835,TNFAIP3,TNFAIP3,YWHAH,7128,7533,BIOGRID
836,TNFAIP3,TNFAIP3,YWHAZ,7128,7534,BIOGRID
837,TNFAIP3,TNFAIP3,YWHAB,7128,7529,BIOGRID
838,TNFAIP3,TNFAIP3,YWHAH,7128,7533,BIOGRID
839,TNFAIP3,TNFAIP3,YWHAZ,7128,7534,BIOGRID
840,TNFAIP3,TNFAIP3,YWHAE,7128,7531,BIOGRID
841,TNFAIP3,IKBKB,TNFAIP3,3551,7128,BIOGRID
842,TNFAIP3,TNFAIP3,CHUK,7128,1147,BIOGRID
843,TNFAIP3,TRAF6,TNFAIP3,7189,7128,BIOGRID
844,TNFAIP3,TRAF1,TNFAIP3,7185,7128,BIOGRID
845,TNFAIP3,TRAF6,TNFAIP3,7189,7128,BIOGRID
846,TNFAIP3,RNF11,TNFAIP3,26994,7128,BIOGRID
847,TNFAIP3,RIPK1,TNFAIP3,8737,7128,BIOGRID
848,TNFAIP3,CASP8,TNFAIP3,841,7128,BIOGRID
849,TNFAIP3,TNFAIP3,LAMP1,7128,3916,BIOGRID
850,TNFAIP3,TRAF6,TNFAIP3,7189,7128,BIOGRID
851,TNFAIP3,TNFAIP3,ALDH9A1,7128,223,BIOGRID
852,TNFAIP3,TNFAIP3,GLDC,7128,2731,BIOGRID
853,TNFAIP3,TNFAIP3,KIF11,7128,3832,BIOGRID
854,TNFAIP3,TNFAIP3,MCM6,7128,4175,BIOGRID
855,TNFAIP3,TNFAIP3,NDUFS1,7128,4719,BIOGRID
856,TNFAIP3,TNFAIP3,PPP2R1B,7128,5519,BIOGRID
857,TNFAIP3,TNFAIP3,RNH1,7128,6050,BIOGRID
858,TNFAIP3,TNFAIP3,YWHAB,7128,7529,BIOGRID
859,TNFAIP3,TNFAIP3,YWHAH,7128,7533,BIOGRID
860,TNFAIP3,TNFAIP3,CNKSR2,7128,22866,BIOGRID
861,TNFAIP3,TNFAIP3,FBXO3,7128,26273,BIOGRID
862,TNFAIP3,TNFAIP3,TBK1,7128,29110,BIOGRID
863,TNFAIP3,TNFAIP3,PPP6R3,7128,55291,BIOGRID
864,TNFAIP3,TNFAIP3,LRRC47,7128,57470,BIOGRID
865,TNFAIP3,RARRES3,TNFAIP3,5920,7128,BIOGRID
866,TNFAIP3,YWHAG,TNFAIP3,7532,7128,BIOGRID
867,TNFAIP3,YWHAZ,TNFAIP3,7534,7128,BIOGRID
868,TNFAIP3,Ikbkg,Tnfaip3,16151,21929,BIOGRID
869,TNFAIP3,Tnfaip3,Ssbp2,21929,66970,BIOGRID
870,TNFAIP3,Tnfaip3,Ssbp3,21929,72475,BIOGRID
871,TNFAIP3,Tnfaip3,Med16,21929,216154,BIOGRID
872,TNFAIP3,TNFAIP3,RIPK1,7128,8737,BIOGRID
873,TNFAIP3,TNFAIP3,RIPK1,7128,8737,BIOGRID
874,TNFAIP3,TNFAIP3,RIPK1,7128,8737,BIOGRID
875,TNFAIP3,Tnfaip3,Traf6,21929,22034,BIOGRID
876,TNFAIP3,BECN1,TNFAIP3,8678,7128,BIOGRID
877,TNFAIP3,IRAK1,TNFAIP3,3654,7128,BIOGRID
878,TNFAIP3,IRAK2,TNFAIP3,3656,7128,BIOGRID
879,TNFAIP3,TRAF6,TNFAIP3,7189,7128,BIOGRID
880,TNFAIP3,IKBKB,TNFAIP3,3551,7128,BIOGRID
881,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
882,TNFAIP3,Traf6,Tnfaip3,22034,21929,BIOGRID
883,TNFAIP3,Traf2,Tnfaip3,22030,21929,BIOGRID
884,TNFAIP3,Ube2n,Tnfaip3,93765,21929,BIOGRID
885,TNFAIP3,Ube2d3,Tnfaip3,66105,21929,BIOGRID
886,TNFAIP3,Tnfaip3,Tax1bp1,21929,52440,BIOGRID
887,TNFAIP3,Tnfaip3,Ube2d3,21929,66105,BIOGRID
888,TNFAIP3,Tax1bp1,Tnfaip3,52440,21929,BIOGRID
889,TNFAIP3,TNFAIP3,IRF7,7128,3665,BIOGRID
890,TNFAIP3,IRF7,TNFAIP3,3665,7128,BIOGRID
891,TNFAIP3,TNF,TNFAIP3,7124,7128,BIOGRID
892,TNFAIP3,IKBKG,TNFAIP3,8517,7128,BIOGRID
893,TNFAIP3,IKBKG,TNFAIP3,8517,7128,BIOGRID
894,TNFAIP3,TNFRSF1A,TNFAIP3,7132,7128,BIOGRID
895,TNFAIP3,FADD,TNFAIP3,8772,7128,BIOGRID
896,TNFAIP3,MAP3K5,TNFAIP3,4217,7128,BIOGRID
897,TNFAIP3,TNFAIP3,MAP3K5,7128,4217,BIOGRID
898,TNFAIP3,Traf6,Tnfaip3,22034,21929,BIOGRID
899,TNFAIP3,Traf2,Tnfaip3,22030,21929,BIOGRID
900,TNFAIP3,Rnf11,Tnfaip3,29864,21929,BIOGRID
901,TNFAIP3,Ripk1,Tnfaip3,19766,21929,BIOGRID
902,TNFAIP3,Tnfaip3,Ripk1,21929,19766,BIOGRID
903,TNFAIP3,Tnfaip3,Tax1bp1,21929,52440,BIOGRID
904,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
905,TNFAIP3,TNFAIP3,TRAF6,7128,7189,BIOGRID
906,TNFAIP3,IKBKE,TNFAIP3,9641,7128,BIOGRID
907,TNFAIP3,TNFAIP3,TBK1,7128,29110,BIOGRID
908,TNFAIP3,TNFAIP3,TNIP2,7128,79155,BIOGRID
909,TNFAIP3,Tnip3,Tnfaip3,414084,21929,BIOGRID
910,TNFAIP3,TNFAIP3,TRAF2,7128,7186,BIOGRID
911,TNFAIP3,RIPK1,TNFAIP3,8737,7128,BIOGRID
912,TNFAIP3,Ripk1,Tnfaip3,19766,21929,BIOGRID
913,TNFAIP3,TNFAIP3,TNIP3,7128,79931,BIOGRID
914,TNFAIP3,TBK1,TNFAIP3,29110,7128,BIOGRID
915,TNFAIP3,IKBKE,TNFAIP3,9641,7128,BIOGRID
916,TNFAIP3,TNFAIP3,TNIP2,7128,79155,BIOGRID
917,TNFAIP3,TNIP2,TNFAIP3,79155,7128,BIOGRID
918,TNFAIP3,TNFAIP3,LAPTM5,7128,7805,BIOGRID
919,TNFAIP3,LAPTM5,TNFAIP3,7805,7128,BIOGRID
920,TNFAIP3,LAPTM5,TNFAIP3,7805,7128,BIOGRID
921,TNFAIP3,LAPTM5,TNFAIP3,7805,7128,BIOGRID
922,TNFAIP3,UBC,TNFAIP3,7316,7128,BIOGRID
923,TNFAIP3,RNF11,TNFAIP3,26994,7128,BIOGRID
924,TNFAIP3,TICAM1,TNFAIP3,148022,7128,BIOGRID
925,TNFAIP3,TNFAIP3,CCDC50,7128,152137,BIOGRID
926,TNFAIP3,TNFAIP3,YWHAB,7128,7529,BIOGRID
927,TNFAIP3,TNFAIP3,TNIP1,7128,10318,BIOGRID
928,TNFAIP3,TNFAIP3,TNIP2,7128,79155,BIOGRID
929,TNFAIP3,CCDC50,TNFAIP3,152137,7128,BIOGRID
930,TNFAIP3,TNFAIP3,TNIP1,7128,10318,BIOGRID
931,TNFAIP3,TNFAIP3,TNIP2,7128,79155,BIOGRID
932,TNFAIP3,TNFAIP3,TAX1BP1,7128,8887,BIOGRID
933,TNFAIP3,TNFAIP3,IKBKG,7128,8517,BIOGRID
934,TNFAIP3,TNFAIP3,RNF11,7128,26994,BIOGRID
935,TNFAIP3,TNFAIP3,TRAF6,7128,7189,BIOGRID
936,TNFAIP3,TNFAIP3,TAX1BP1,7128,8887,BIOGRID
937,TNFAIP3,TNFAIP3,TNIP1,7128,10318,BIOGRID
938,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
939,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
940,TNFAIP3,TNF,TNFAIP3,7124,7128,BIOGRID
941,TNFAIP3,RNF31,TNFAIP3,55072,7128,BIOGRID
942,TNFAIP3,IKBKG,TNFAIP3,8517,7128,BIOGRID
943,TNFAIP3,SHARPIN,TNFAIP3,81858,7128,BIOGRID
944,TNFAIP3,TNF,TNFAIP3,7124,7128,BIOGRID
945,TNFAIP3,TNFAIP3,RBCK1,7128,10616,BIOGRID
946,TNFAIP3,TNFAIP3,RNF31,7128,55072,BIOGRID
947,TNFAIP3,TNFAIP3,SHARPIN,7128,81858,BIOGRID
948,TNFAIP3,TNFAIP3,IKBKG,7128,8517,BIOGRID
949,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
950,TNFAIP3,TNFSF10,TNFAIP3,8743,7128,BIOGRID
951,TNFAIP3,TNFRSF10B,TNFAIP3,8795,7128,BIOGRID
952,TNFAIP3,TNFAIP3,RIPK1,7128,8737,BIOGRID
953,TNFAIP3,TNFAIP3,UBE2N,7128,7334,BIOGRID
954,TNFAIP3,Rnf11,Tnfaip3,29864,21929,BIOGRID
955,TNFAIP3,TNFAIP3,TRIM2,7128,23321,BIOGRID
956,TNFAIP3,TNFAIP3,RNF5,7128,6048,BIOGRID
957,TNFAIP3,TNFAIP3,TRAF6,7128,7189,BIOGRID
958,TNFAIP3,TNFAIP3,RNF14,7128,9604,BIOGRID
959,TNFAIP3,TNFAIP3,RBCK1,7128,10616,BIOGRID
960,TNFAIP3,TNFAIP3,RLIM,7128,51132,BIOGRID
961,TNFAIP3,TNFAIP3,TRIM3,7128,10612,BIOGRID
962,TNFAIP3,TNFAIP3,TRIM8,7128,81603,BIOGRID
963,TNFAIP3,TNFAIP3,TRIM5,7128,85363,BIOGRID
964,TNFAIP3,Ripk1,Tnfaip3,19766,21929,BIOGRID
965,TNFAIP3,HSP90AA1,TNFAIP3,3320,7128,BIOGRID
966,TNFAIP3,TNFAIP3,TP53,7128,7157,BIOGRID
967,TNFAIP3,TP53,TNFAIP3,7157,7128,BIOGRID
968,TNFAIP3,LAPTM5,TNFAIP3,7805,7128,BIOGRID
969,TNFAIP3,RNF11,TNFAIP3,26994,7128,BIOGRID
970,TNFAIP3,Tnfrsf1a,Tnfaip3,21937,21929,BIOGRID
971,TNFAIP3,TNFAIP3,AXIN1,7128,8312,BIOGRID
972,TNFAIP3,AXIN1,TNFAIP3,8312,7128,BIOGRID
973,TNFAIP3,TNFAIP3,YWHAE,7128,7531,BIOGRID
974,TNFAIP3,TNFAIP3,YWHAZ,7128,7534,BIOGRID
975,TNFAIP3,TNFAIP3,TNIP1,7128,10318,BIOGRID
976,TNFAIP3,IKBKG,TNFAIP3,8517,7128,BIOGRID
977,TNFAIP3,GIT2,TNFAIP3,9815,7128,BIOGRID
978,TNFAIP3,TNFAIP3,NFKB2,7128,4791,BIOGRID
979,TNFAIP3,TNFAIP3,BIRC3,7128,330,BIOGRID
980,TNFAIP3,TNFAIP3,TRAF2,7128,7186,BIOGRID
981,TNFAIP3,BIRC2,TNFAIP3,329,7128,BIOGRID
982,TNFAIP3,TNFAIP3,TP53,7128,7157,BIOGRID
983,TNFAIP3,TP53,TNFAIP3,7157,7128,BIOGRID
984,TNFAIP3,TNFAIP3,OCLN,7128,100506658,BIOGRID
985,TNFAIP3,TNFAIP3,OCLN,7128,100506658,BIOGRID
986,TNFAIP3,MALT1,TNFAIP3,10892,7128,BIOGRID
987,TNFAIP3,Rhbdd3,Tnfaip3,279766,21929,BIOGRID
988,TNFAIP3,Ikbkg,Tnfaip3,16151,21929,BIOGRID
989,TNFAIP3,Ikbkg,Tnfaip3,16151,21929,BIOGRID
990,TNFAIP3,Tnfaip3,Ikbkg,21929,16151,BIOGRID
991,TNFAIP3,ELAVL1,TNFAIP3,1994,7128,BIOGRID
992,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
993,TNFAIP3,TNFAIP3,TNIP1,7128,10318,BIOGRID
994,TNFAIP3,TNFAIP3,YWHAQ,7128,10971,BIOGRID
995,TNFAIP3,TNFAIP3,RNF114,7128,55905,BIOGRID
996,TNFAIP3,TNFAIP3,RNF114,7128,55905,BIOGRID
997,TNFAIP3,RNF114,TNFAIP3,55905,7128,BIOGRID
998,TNFAIP3,TNFAIP3,RNF114,7128,55905,BIOGRID
999,TNFAIP3,TNFAIP3,UBE2D1,7128,7321,BIOGRID
1000,TNFAIP3,TRIM23,TNFAIP3,373,7128,BIOGRID
1001,TNFAIP3,TNFAIP3,TRAF2,7128,7186,BIOGRID
1002,TNFAIP3,TNFAIP3,TNIP1,7128,10318,BIOGRID
1003,TNFAIP3,TNFAIP3,ARRDC3,7128,57561,BIOGRID
1004,TNFAIP3,TNFAIP3,TNIP3,7128,79931,BIOGRID
1005,TNFAIP3,NXF1,TNFAIP3,10482,7128,BIOGRID
1006,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
1007,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
1008,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
1009,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
1010,TNFAIP3,TNFAIP3,TRAF6,7128,7189,BIOGRID
1011,TNFAIP3,TRAF6,TNFAIP3,7189,7128,BIOGRID
1012,TNFAIP3,TNFAIP3,TRAF6,7128,7189,BIOGRID
1013,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
1014,TNFAIP3,Tnfaip3,Ubc,21929,22190,BIOGRID
1015,TNFAIP3,Tnfaip3,Ripk1,21929,19766,BIOGRID
1016,TNFAIP3,TNFAIP3,MTOR,7128,2475,BIOGRID
1017,TNFAIP3,TNFAIP3,MTOR,7128,2475,BIOGRID
1018,TNFAIP3,Casp1,Tnfaip3,12362,21929,BIOGRID
1019,TNFAIP3,Il1b,Tnfaip3,16176,21929,BIOGRID
1020,TNFAIP3,TNF,TNFAIP3,7124,7128,BIOGRID
1021,TNFAIP3,CASP8,TNFAIP3,841,7128,BIOGRID
1022,TNFAIP3,FADD,TNFAIP3,8772,7128,BIOGRID
1023,TNFAIP3,TRAF1,TNFAIP3,7185,7128,BIOGRID
1024,TNFAIP3,TRAF1,TNFAIP3,7185,7128,BIOGRID
1025,TNFAIP3,IKBKG,TNFAIP3,8517,7128,BIOGRID
1026,TNFAIP3,TNFRSF1A,TNFAIP3,7132,7128,BIOGRID
1027,TNFAIP3,TNF,TNFAIP3,7124,7128,BIOGRID
1028,TNFAIP3,NOD2,TNFAIP3,64127,7128,BIOGRID
1029,TNFAIP3,TNFRSF1A,TNFAIP3,7132,7128,BIOGRID
1030,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
1031,TNFAIP3,TNFAIP3,UBC,7128,7316,BIOGRID
1032,TNFAIP3,TNFAIP3,OTUD5,7128,55593,BIOGRID
1033,TNFAIP3,TNFAIP3,PCDHB5,7128,26167,BIOGRID
1034,TNFAIP3,TNFAIP3,RNF166,7128,115992,BIOGRID
1035,TNFAIP3,TNFAIP3,SHKBP1,7128,92799,BIOGRID
1036,TNFAIP3,TNFAIP3,UBB,7128,7314,BIOGRID
1037,TNFAIP3,TNFAIP3,ANKRD13D,7128,338692,BIOGRID
1038,TNFAIP3,TNFAIP3,TBC1D24,7128,57465,BIOGRID
1039,TNFAIP3,TNFAIP3,SRC,7128,6714,BIOGRID
1040,TNFAIP3,TNFAIP3,KCTD10,7128,83892,BIOGRID
1041,TNFAIP3,TNFAIP3,AIDA,7128,64853,BIOGRID
1042,TNFAIP3,TNFAIP3,RNF114,7128,55905,BIOGRID
1043,TNFAIP3,TNFAIP3,NEDD4L,7128,23327,BIOGRID
1044,TNFAIP3,TNFAIP3,ARIH1,7128,25820,BIOGRID
1045,TNFAIP3,TNFAIP3,TAX1BP1,7128,8887,BIOGRID
1046,TNFAIP3,Ubc,Tnfaip3,22190,21929,BIOGRID
1047,TNFAIP3,TRAF6,TNFAIP3,7189,7128,BIOGRID
1048,TNFAIP3,TNFAIP3,TRAF6,7128,7189,BIOGRID
1049,TNFAIP3,TNFAIP3,SNAI1,7128,6615,BIOGRID
1050,TNFAIP3,Snai1,Tnfaip3,20613,21929,BIOGRID
1051,TNFAIP3,TNFAIP3,SNAI1,7128,6615,BIOGRID
1052,TNFAIP3,TNFAIP3,UBE2D1,7128,7321,BIOGRID
1053,TNFAIP3,Snai1,Tnfaip3,20613,21929,BIOGRID
1054,TNFAIP3,NFKB1,TNFAIP3,4790,7128,BIOGRID
1055,TREX1,TREX1,RIBC2,11277,26150,BIOGRID
1056,TREX1,TREX1,IFT20,11277,90410,BIOGRID
1057,TREX1,TIMELESS,ATRIP,8914,84126,BIOGRID
1058,TREX1,ATRIP,MSH2,84126,4436,BIOGRID
1059,TREX1,ATRIP,ATR,84126,545,BIOGRID
1060,TREX1,ATR,ATRIP,545,84126,BIOGRID
1061,TREX1,MSH2,ATRIP,4436,84126,BIOGRID
1062,TREX1,ATRIP,MCM7,84126,4176,BIOGRID
1063,TREX1,ATRIP,ATR,84126,545,BIOGRID
1064,TREX1,ATRIP,RPA1,84126,6117,BIOGRID
1065,TREX1,ATR,ATRIP,545,84126,BIOGRID
1066,TREX1,ATR,ATRIP,545,84126,BIOGRID
1067,TREX1,ATRIP,ATR,84126,545,BIOGRID
1068,TREX1,ATR,ATRIP,545,84126,BIOGRID
1069,TREX1,CDC6,ATRIP,990,84126,BIOGRID
1070,TREX1,ATR,ATRIP,545,84126,BIOGRID
1071,TREX1,C19orf40,ATRIP,91442,84126,BIOGRID
1072,TREX1,SET,TREX1,6418,11277,BIOGRID
1073,TREX1,SET,TREX1,6418,11277,BIOGRID
1074,TREX1,HNRNPUL1,ATRIP,11100,84126,BIOGRID
1075,TREX1,ATRIP,ATR,84126,545,BIOGRID
1076,TREX1,ATR,ATRIP,545,84126,BIOGRID
1077,TREX1,CEP164,ATRIP,22897,84126,BIOGRID
1078,TREX1,ATRIP,ATR,84126,545,BIOGRID
1079,TREX1,ATRIP,CEP164,84126,22897,BIOGRID
1080,TREX1,CEP164,ATRIP,22897,84126,BIOGRID
1081,TREX1,ATR,ATRIP,545,84126,BIOGRID
1082,TREX1,ATRIP,ATR,84126,545,BIOGRID
1083,TREX1,ATR,ATRIP,545,84126,BIOGRID
1084,TREX1,ATR,ATRIP,545,84126,BIOGRID
1085,TREX1,ATR,ATRIP,545,84126,BIOGRID
1086,TREX1,ATR,ATRIP,545,84126,BIOGRID
1087,TREX1,ATRIP,ATR,84126,545,BIOGRID
1088,TREX1,ATRIP,ATR,84126,545,BIOGRID
1089,TREX1,CDK9,ATRIP,1025,84126,BIOGRID
1090,TREX1,ATR,ATRIP,545,84126,BIOGRID
1091,TREX1,ATRIP,ATR,84126,545,BIOGRID
1092,TREX1,ATRIP,ATR,84126,545,BIOGRID
1093,TREX1,ATRIP,ATM,84126,472,BIOGRID
1094,TREX1,ATRIP,ATR,84126,545,BIOGRID
1095,TREX1,ATRIP,PRKDC,84126,5591,BIOGRID
1096,TREX1,ATRIP,ATM,84126,472,BIOGRID
1097,TREX1,ATRIP,NBN,84126,4683,BIOGRID
1098,TREX1,RPA1,ATRIP,6117,84126,BIOGRID
1099,TREX1,ATRIP,HERC2,84126,8924,BIOGRID
1100,TREX1,ATRIP,MCM2,84126,4171,BIOGRID
1101,TREX1,BRCA1,ATRIP,672,84126,BIOGRID
1102,TREX1,TOPBP1,ATRIP,11073,84126,BIOGRID
1103,TREX1,ATR,ATRIP,545,84126,BIOGRID
1104,TREX1,VKORC1,TREX1,79001,11277,BIOGRID
1105,TREX1,IKBKG,ATRIP,8517,84126,BIOGRID
1106,TREX1,ATR,ATRIP,545,84126,BIOGRID
1107,TREX1,CINP,ATRIP,51550,84126,BIOGRID
1108,TREX1,ATRIP,CINP,84126,51550,BIOGRID
1109,TREX1,ATR,ATRIP,545,84126,BIOGRID
1110,TREX1,ATRIP,CINP,84126,51550,BIOGRID
1111,TREX1,RPA1,ATRIP,6117,84126,BIOGRID
1112,TREX1,RPA2,ATRIP,6118,84126,BIOGRID
1113,TREX1,RPA3,ATRIP,6119,84126,BIOGRID
1114,TREX1,BRCA1,ATRIP,672,84126,BIOGRID
1115,TREX1,BRCA1,ATRIP,672,84126,BIOGRID
1116,TREX1,MOS,ATRIP,4342,84126,BIOGRID
1117,TREX1,MX2,ATRIP,4600,84126,BIOGRID
1118,TREX1,CDK16,ATRIP,5127,84126,BIOGRID
1119,TREX1,SCG2,ATRIP,7857,84126,BIOGRID
1120,TREX1,CDC23,ATRIP,8697,84126,BIOGRID
1121,TREX1,POLR1C,ATRIP,9533,84126,BIOGRID
1122,TREX1,SPRY2,ATRIP,10253,84126,BIOGRID
1123,TREX1,MID2,ATRIP,11043,84126,BIOGRID
1124,TREX1,TREX1,KRTAP10-7,11277,386675,BIOGRID
1125,TREX1,FAM156A,ATRIP,29057,84126,BIOGRID
1126,TREX1,CINP,ATRIP,51550,84126,BIOGRID
1127,TREX1,FAM208B,ATRIP,54906,84126,BIOGRID
1128,TREX1,CCDC28B,ATRIP,79140,84126,BIOGRID
1129,TREX1,ATRIP,LNX1,84126,84708,BIOGRID
1130,TREX1,ATRIP,C1orf94,84126,84970,BIOGRID
1131,TREX1,ATRIP,METTL21A,84126,151194,BIOGRID
1132,TREX1,MOV10,TREX1,4343,11277,BIOGRID
1133,TREX1,NXF1,TREX1,10482,11277,BIOGRID
1134,TREX1,TREX1,UBQLN1,11277,29979,BIOGRID
1135,TREX1,TREX1,UBQLN1,11277,29979,BIOGRID
1136,TREX1,PNKD,ATRIP,25953,84126,BIOGRID
1137,TREX1,GDA,ATRIP,9615,84126,BIOGRID
1138,TREX1,ATRIP,NPEPL1,84126,79716,BIOGRID
1139,TREX1,TREX1,CHCHD2,11277,51142,BIOGRID
1140,TREX1,TREX1,RAB23,11277,51715,BIOGRID
1141,TREX1,PNKD,ATRIP,25953,84126,BIOGRID
1142,TREX1,FZD10,ATRIP,11211,84126,BIOGRID
1143,TREX1,ST6GAL1,ATRIP,6480,84126,BIOGRID
1144,TREX1,CD70,ATRIP,970,84126,BIOGRID
1145,TREX1,ATRIP,ATR,84126,545,BIOGRID
1146,TREX1,KIR3DL2,ATRIP,3812,84126,BIOGRID
1147,TREX1,ATRIP,MUL1,84126,79594,BIOGRID
1148,TREX1,TREX1,ACTA2,11277,59,BIOGRID
1149,TREX1,ATRIP,PEX14,84126,5195,BIOGRID
1150,TREX1,ATRIP,FANCL,84126,55120,BIOGRID
1151,TREX1,ATRIP,C17orf70,84126,80233,BIOGRID
1152,TREX1,ATRIP,FANCL,84126,55120,BIOGRID
1153,TREX1,FANCL,ATRIP,55120,84126,BIOGRID
1154,TREX1,RPA1,ATRIP,6117,84126,BIOGRID
1155,TREX1,RPA2,ATRIP,6118,84126,BIOGRID
1156,TREX1,RPA3,ATRIP,6119,84126,BIOGRID
1157,TREX1,ATRIP,RPA1,84126,6117,BIOGRID
1158,TREX1,ATRIP,TELO2,84126,9894,BIOGRID
